ncols         22
nrows         30
xllcorner     442449.229
yllcorner     5798066.25
cellsize      500
NODATA_value  -9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	3	3	3	3	-9999	3	3	2	2	2	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	3	3	3	3	3	3	3	3	2	2	2	2	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	3	3	3	3	3	3	3	3	3	2	2	2	2	2	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	3	3	3	3	3	3	3	3	3	2	2	2	2	2	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	3	3	3	3	3	3	3	3	3	4	2	2	2	2	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	3	3	3	3	3	3	3	3	4	4	4	2	2	2	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	3	3	3	3	3	3	3	4	4	4	4	4	2	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	3	3	3	3	3	3	4	4	4	4	-9999	4	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	3	3	3	3	4	4	4	4	4	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	3	3	3	3	4	4	4	4	4	4	4	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	3	3	3	4	4	4	4	4	4	4	4	4	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	5	3	4	4	4	4	4	4	4	4	4	4	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	-9999
-9999	-9999	-9999	-9999	-9999	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	-9999
-9999	-9999	-9999	-9999	-9999	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	-9999	-9999
-9999	-9999	-9999	-9999	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	-9999	-9999	-9999
-9999	-9999	-9999	-9999	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	5	5	4	4	4	4	4	4	4	4	-9999	4	4	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	5	5	4	4	4	4	4	4	4	4	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	5	5	4	4	4	4	4	4	4	4	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	5	5	5	5	4	4	4	4	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	5	5	5	5	5	4	4	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	5	5	5	5	5	5	5	4	4	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	5	5	5	5	5	5	5	1	1	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	5	5	5	5	5	5	1	1	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	1	1	1	1	1	1	1	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	1	1	1	1	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	1	1	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
